ws,h,w,s,alpha,alphatop50,alphatop25
10.0,250.0,12.5,4,0.1975324743033633,0.3113609219582965,0.29572864947394945
10.0,250.0,12.5,6,0.19753259810658977,0.3113624503563854,0.29573526759964563
10.0,250.0,12.5,8,0.1975327219095132,0.3113639787506931,0.29574188570863624
10.0,250.0,12.5,10,0.1975328457121337,0.31136550714122124,0.2957485038009244
10.0,250.0,25.0,4,0.1998388361490523,0.33809732576871737,0.39747560910859475
10.0,250.0,25.0,6,0.2009802894977018,0.3513239560708289,0.4477619585226995
10.0,250.0,25.0,8,0.20211402226284947,0.3644573951208522,0.49766189822757
10.0,250.0,25.0,10,0.2032401649504915,0.37749924093688036,0.5471822420004852
10.0,250.0,37.5,4,0.21627727740720998,0.5080105503458748,0.882908168043388
10.0,250.0,37.5,6,0.22524035153911082,0.6016566196882938,1.1592613341051383
10.0,250.0,37.5,8,0.23395513085485667,0.6924730271120524,1.4252633660476766
10.0,250.0,37.5,10,0.24243766307816403,0.7806482873387912,1.6816530212873206
10.0,250.0,50.0,4,0.24381853431933212,0.7320641036255323,1.2225672154480507
10.0,250.0,50.0,6,0.2652804002419584,0.9246127188194595,1.6317157677231962
10.0,250.0,50.0,8,0.2857802617518303,1.1070615027392263,2.0108067989697624
10.0,250.0,50.0,10,0.3054132946305378,1.2804638210333148,2.3634257224625284
10.0,250.0,62.5,4,0.2739146151267145,0.8864793995146577,1.2642551361693775
10.0,250.0,62.5,6,0.308527426319326,1.1397915278146495,1.665968313035985
10.0,250.0,62.5,8,0.3411705172229365,1.374583855400267,2.0250983859164893
10.0,250.0,62.5,10,0.3720803952328779,1.593277035210731,2.348386869510064
10.0,300.0,6.0,4,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,6.0,6,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,6.0,8,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,6.0,10,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,15.0,4,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,15.0,6,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,15.0,8,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,15.0,10,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,300.0,30.0,4,0.19753477309147516,0.31138809127626516,0.29583652608415717
10.0,300.0,30.0,6,0.19753604626951057,0.3114032040977431,0.29589708151103167
10.0,300.0,30.0,8,0.19753731943441227,0.31141831675838044,0.29595763625195076
10.0,300.0,30.0,10,0.19753859258618062,0.3114334292581837,0.2960181903069253
10.0,300.0,45.0,4,0.19835922735862885,0.3204176883371556,0.32596978831796025
10.0,300.0,45.0,6,0.19877168421418975,0.32493531728198366,0.34104863069079794
10.0,300.0,45.0,8,0.19918344936026622,0.3294448052897733,0.35609543924558185
10.0,300.0,45.0,10,0.19959452572659528,0.3339461876645613,0.3711103598763238
10.0,300.0,60.0,4,0.20525405705295927,0.3862646341454754,0.4896691346052756
10.0,300.0,60.0,6,0.20905655500828085,0.4230693776177834,0.584411300257557
10.0,300.0,60.0,8,0.21282137398793435,0.45945636242784155,0.6777194539142545
10.0,300.0,60.0,10,0.21654941648944745,0.49543603522644625,0.7696332245717861
10.0,300.0,75.0,4,0.22149526876735995,0.50792028641807,0.692917536098077
10.0,300.0,75.0,6,0.2330593718855437,0.6019317847490483,0.8793021588700437
10.0,300.0,75.0,8,0.24436491309641892,0.6933130801875765,1.0582660549864642
10.0,300.0,75.0,10,0.25542513379235504,0.7822088334305134,1.23028833323763
10.0,400.0,8.0,4,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,8.0,6,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,8.0,8,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,8.0,10,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,20.0,4,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,20.0,6,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,20.0,8,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,20.0,10,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,400.0,40.0,4,0.19753222669880477,0.31135786518429803,0.2957154133088619
10.0,400.0,40.0,6,0.19753222670020626,0.3113578652010579,0.2957154133770719
10.0,400.0,40.0,8,0.19753222670160786,0.31135786521781966,0.29571541344527774
10.0,400.0,40.0,10,0.1975322267030093,0.3113578652345803,0.2957154135134874
10.0,400.0,60.0,4,0.19753400060269757,0.31137753847162863,0.2957832040033428
10.0,400.0,60.0,6,0.19753488755079893,0.31138737506978,0.29581709916926596
10.0,400.0,60.0,8,0.19753577449540294,0.31139721162641565,0.2958509941688567
10.0,400.0,60.0,10,0.1975366614365091,0.31140704814153436,0.2958848890020988
10.0,400.0,80.0,4,0.19777274409537932,0.31372456316046343,0.30213883841490585
10.0,400.0,80.0,6,0.19789294186989914,0.3149072265001963,0.3053481088243713
10.0,400.0,80.0,8,0.19801309907344028,0.3160894332666068,0.308555753185518
10.0,400.0,80.0,10,0.19813321574029372,0.31727118386154346,0.311761773065076
10.0,400.0,100.0,4,0.2001503162252638,0.333153160308419,0.34263808846015836
10.0,400.0,100.0,6,0.20145401697258822,0.34399506736080737,0.3659309919210365
10.0,400.0,100.0,8,0.20275418617235766,0.35480016191025304,0.3891128248561553
10.0,400.0,100.0,10,0.2040508468591732,0.3655687012259247,0.41218448782775474
10.0,500.0,10.0,4,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,10.0,6,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,10.0,8,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,10.0,10,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,25.0,4,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,25.0,6,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,25.0,8,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,25.0,10,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,500.0,50.0,4,0.19753222669600173,0.31135786515077574,0.2957154131724482
10.0,500.0,50.0,6,0.1975322266960018,0.31135786515077607,0.29571541317244987
10.0,500.0,50.0,8,0.19753222669600184,0.31135786515077635,0.295715413172451
10.0,500.0,50.0,10,0.19753222669600184,0.3113578651507766,0.295715413172452
10.0,500.0,75.0,4,0.19753224007426773,0.3113580123475242,0.2957159122160015
10.0,500.0,75.0,6,0.19753224676340042,0.31135808594589687,0.2957161617377665
10.0,500.0,75.0,8,0.19753225345253286,0.3113581595442665,0.2957164112595222
10.0,500.0,75.0,10,0.19753226014166533,0.31135823314263344,0.2957166607812676
10.0,500.0,100.0,4,0.19754790568561412,0.311509004816298,0.29611546957473595
10.0,500.0,100.0,6,0.1975557449318514,0.31158457187007904,0.29631548801588115
10.0,500.0,100.0,8,0.19756358401238755,0.3116601370713441,0.29651549995089543
10.0,500.0,100.0,10,0.19757142292723154,0.3117357004201935,0.2967155053801674
10.0,500.0,125.0,4,0.19799471900640814,0.3150737064360633,0.3035412459848901
10.0,500.0,125.0,6,0.19822580336339568,0.3169299624201708,0.30744923841089994
10.0,500.0,125.0,8,0.19845678001654402,0.31878511042603536,0.31135395438452446
10.0,500.0,125.0,10,0.19868764908680128,0.320639151796022,0.31525539854453677
11.0,150.0,3.0,4,0.20924726855957965,0.2188044980832854,0.29571541316844413
11.0,150.0,3.0,6,0.21429880032689708,0.17889226492311988,0.29571541316644473
11.0,150.0,3.0,8,0.21894586294844168,0.1421740761146521,0.29571541316444405
11.0,150.0,3.0,10,0.2232552281262965,0.10812273867483886,0.2957154131624467
11.0,150.0,7.5,4,0.22675840127745434,0.07843431171767826,0.2849131191634152
11.0,150.0,7.5,6,0.23935920629407087,-0.02204008348264169,0.2795290732911035
11.0,150.0,7.5,8,0.25095027621203597,-0.11448948378064538,0.2741563489917113
11.0,150.0,7.5,10,0.26169834998417874,-0.20023757513244525,0.26879488750683606
11.0,150.0,15.0,4,0.2555413158003541,-0.16138710834779943,-0.1873474017123646
11.0,150.0,15.0,6,0.28054064140190066,-0.36524218431317035,-0.4153963668943611
11.0,150.0,15.0,8,0.3035308371641985,-0.5527640375208581,-0.6354355853941417
11.0,150.0,15.0,10,0.32484401395953916,-0.726640935357402,-0.8480842247978201
11.0,150.0,22.5,4,0.28339638869130407,-0.3407220520303061,-0.8567909883891216
11.0,150.0,22.5,6,0.3203696844989926,-0.6175557432498979,-1.3745200282002588
11.0,150.0,22.5,8,0.3543555153193532,-0.8697704066982049,-1.8600895154277763
11.0,150.0,22.5,10,0.3858485887621069,-1.1014804370002713,-2.3174099547423723
11.0,150.0,30.0,4,0.3092267279469416,-0.38570237495815934,-1.194118088794707
11.0,150.0,30.0,6,0.35722322597193995,-0.6726192348561396,-1.83547303133586
11.0,150.0,30.0,8,0.4012870133592668,-0.9292731088604644,-2.422598736612681
11.0,150.0,30.0,10,0.442071122317804,-1.1610427571259847,-2.9634829974842893
11.0,150.0,37.5,4,0.33033771375719084,-0.34009218734558233,-1.215137049933067
11.0,150.0,37.5,6,0.3871003352733155,-0.5989789853694868,-1.839142968353691
11.0,150.0,37.5,8,0.43904209751443274,-0.8258978066867717,-2.396981188966324
11.0,150.0,37.5,10,0.4869682420017644,-1.0269876237201774,-2.899772201482745
11.0,200.0,4.0,4,0.22465158754025635,0.6087181242635528,1.2810675448465456
11.0,200.0,4.0,6,0.23642455473811047,0.7378039221894295,1.7087806730336743
11.0,200.0,4.0,8,0.24728979829115444,0.8569350940547902,2.1034914152543585
11.0,200.0,4.0,10,0.25739213406115846,0.9676998291822052,2.4704656854189357
11.0,200.0,10.0,4,0.2582438211546671,0.9602152027376304,2.291147704554534
11.0,200.0,10.0,6,0.2843078335908719,1.2379861041704134,3.1379532983061202
11.0,200.0,10.0,8,0.30820708062405405,1.4922580394242826,3.9090786335235275
11.0,200.0,10.0,10,0.33029590822783833,1.7268979372223323,4.6171669221259
11.0,200.0,20.0,4,0.2932768255572588,1.2319167716851502,2.2327014310825857
11.0,200.0,20.0,6,0.3340751589222065,1.6198967899857506,3.009759793847449
11.0,200.0,20.0,8,0.37134806518370744,1.972121938836781,3.694840664966255
11.0,200.0,20.0,10,0.4056931302579117,2.294802011608554,4.305377625789116
11.0,200.0,30.0,4,0.32060188837424375,1.327388420072257,1.5998729181068179
11.0,200.0,30.0,6,0.37297066826021313,1.749862991753588,2.091886969371073
11.0,200.0,30.0,8,0.4207812467239328,2.1304498619054733,2.5106743785696044
11.0,200.0,30.0,10,0.4648104405396175,2.4766347520124152,2.8719760780551464
11.0,200.0,40.0,4,0.34330515509099824,1.29115247094811,1.1387714668025397
11.0,200.0,40.0,6,0.4052100805946722,1.6899220630166565,1.4437944384551242
11.0,200.0,40.0,8,0.46166077878062467,2.0446118589733215,1.6976634698908124
11.0,200.0,40.0,10,0.5135902137107413,2.3633914071092006,1.912374678516896
11.0,200.0,50.0,4,0.3613373807696227,1.1730844130976017,0.8572418977293554
11.0,200.0,50.0,6,0.4306583540359049,1.514058389047825,1.0553518818741074
11.0,200.0,50.0,8,0.4937421189996632,1.8123180475048677,1.218143825372316
11.0,200.0,50.0,10,0.5516619832586093,2.076194255124082,1.3543228198546349
11.0,250.0,5.0,4,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,250.0,5.0,6,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,250.0,5.0,8,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,250.0,5.0,10,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,250.0,12.5,4,0.19753245179365317,0.3113606440673284,0.29572744617657537
11.0,250.0,12.5,6,0.19753256434210328,0.31136203352091724,0.29573346265793155
11.0,250.0,12.5,8,0.1975326768903031,0.31136342297138336,0.2957394791254845
11.0,250.0,12.5,10,0.1975327894382528,0.31136481241872216,0.29574549557922564
11.0,250.0,25.0,4,0.1996304592626066,0.33568234388041346,0.3882905765860483
11.0,250.0,25.0,6,0.20066975529630196,0.34772600369820217,0.4340861126309417
11.0,250.0,25.0,8,0.20170264077785313,0.3596922797316475,0.47956073991831344
11.0,250.0,25.0,10,0.20272921464373198,0.3715823835177865,0.5247196249703356
11.0,250.0,37.5,4,0.2146195824546091,0.49066387625602914,0.8314867313602285
11.0,250.0,37.5,6,0.2228212191626235,0.5764058544353959,1.0849520113372078
11.0,250.0,37.5,8,0.23081379818444414,0.6597639321079813,1.329684563231369
11.0,250.0,37.5,10,0.23860980177180502,0.7408848238114911,1.5662600495381966
11.0,250.0,50.0,4,0.23980450505805448,0.6958755358904172,1.1446219021273902
11.0,250.0,50.0,6,0.2595269704834437,0.873149937420577,1.5232781218224338
11.0,250.0,50.0,8,0.2784307245305017,1.04181469303945,1.8761927330553334
11.0,250.0,50.0,10,0.29659118838760995,1.2027058322160715,2.2062228250473894
11.0,250.0,62.5,4,0.2673879610212222,0.8382081541170481,1.1860019713529937
11.0,250.0,62.5,6,0.2992940687464047,1.072657858478801,1.5609576384789283
11.0,250.0,62.5,8,0.3295122485152522,1.2911838139461094,1.8989725741259997
11.0,250.0,62.5,10,0.35823205838882854,1.495732023560229,2.205512026802096
11.0,300.0,6.0,4,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,6.0,6,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,6.0,8,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,6.0,10,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,15.0,4,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,15.0,6,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,15.0,8,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,15.0,10,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,300.0,30.0,4,0.19753454160314846,0.31138534347326124,0.2958255159328426
11.0,300.0,30.0,6,0.19753569904043983,0.3113990824351083,0.29588056646264405
11.0,300.0,30.0,8,0.19753685646687655,0.31141282126402975,0.2959356164255296
11.0,300.0,30.0,10,0.19753801388245945,0.3114265599600297,0.2959906658215147
11.0,300.0,45.0,4,0.1982841606569679,0.31959542383588335,0.32322472749774633
11.0,300.0,45.0,6,0.19865926470390227,0.32370404551772936,0.3369394022059651
11.0,300.0,45.0,8,0.19903379642703534,0.32780593116188356,0.3506275696601861
11.0,300.0,45.0,10,0.19940775803246877,0.3319011073531132,0.36428933972788474
11.0,300.0,60.0,4,0.20455857283334405,0.3795271361706744,0.47228601494626693
11.0,300.0,60.0,6,0.20802328570941664,0.41307360072473187,0.5587164521000543
11.0,300.0,60.0,8,0.2114566507243852,0.446272398853505,0.6439525975488518
11.0,300.0,60.0,10,0.2148593545956076,0.4791314816981726,0.7280246325847336
11.0,300.0,75.0,4,0.21936381718994913,0.4905325681553164,0.6581917135144045
11.0,300.0,75.0,6,0.22993175278273748,0.5765595306897997,0.8292272149065364
11.0,300.0,75.0,8,0.24028286349734487,0.6603784345793368,0.9940156425606705
11.0,300.0,75.0,10,0.25042737166919027,0.7421010678960159,1.152928153685185
11.0,400.0,8.0,4,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,8.0,6,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,8.0,8,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,8.0,10,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,20.0,4,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,20.0,6,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,20.0,8,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,20.0,10,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,400.0,40.0,4,0.19753222669854995,0.3113578651812495,0.29571541329646156
11.0,400.0,40.0,6,0.19753222669982398,0.311357865196487,0.2957154133584667
11.0,400.0,40.0,8,0.19753222670109802,0.31135786521172404,0.2957154134204752
11.0,400.0,40.0,10,0.19753222670237228,0.31135786522696157,0.295715413482485
11.0,400.0,60.0,4,0.1975338393390307,0.3113757499947768,0.2957770412280326
11.0,400.0,60.0,6,0.197534645656209,0.3113846923653103,0.2958078550496041
11.0,400.0,60.0,8,0.19753545197049704,0.3113936347015336,0.2958386687337036
11.0,400.0,60.0,10,0.19753625828189436,0.3114025770034454,0.2958694822803345
11.0,400.0,80.0,4,0.19775088559300988,0.3135094843775633,0.3015551598821233
11.0,400.0,80.0,6,0.19786016468367834,0.314584727249915,0.30447301458511533
11.0,400.0,80.0,8,0.19796941023687756,0.31565959269829547,0.30738952509308853
11.0,400.0,80.0,10,0.1980786222783816,0.31673408102475287,0.3103046925836998
11.0,400.0,100.0,4,0.1999128984879406,0.3311779291374145,0.3383910108656785
11.0,400.0,100.0,6,0.20109881343453187,0.34104184533881665,0.35958943529338916
11.0,400.0,100.0,8,0.20228180452219124,0.35087527961948156,0.3806958614935937
11.0,400.0,100.0,10,0.20346188911653434,0.36067842595472427,0.4017109686540336
11.0,500.0,10.0,4,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,10.0,6,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,10.0,8,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,10.0,10,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,25.0,4,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,25.0,6,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,25.0,8,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,25.0,10,0.1975322266960017,0.31135786515077446,0.2957154131724457
11.0,500.0,50.0,4,0.1975322266960017,0.3113578651507748,0.29571541317244726
11.0,500.0,50.0,6,0.1975322266960017,0.3113578651507752,0.29571541317244887
11.0,500.0,50.0,8,0.1975322266960017,0.3113578651507754,0.29571541317245
11.0,500.0,50.0,10,0.1975322266960017,0.31135786515077574,0.29571541317245104
11.0,500.0,75.0,4,0.19753223885806165,0.3113579989660029,0.2957158668484074
11.0,500.0,75.0,6,0.1975322449390916,0.31135806587361353,0.2957160936863794
11.0,500.0,75.0,8,0.19753225102012123,0.31135813278122265,0.29571632052433944
11.0,500.0,75.0,10,0.1975322571011506,0.3113581996888304,0.29571654736229447
11.0,500.0,100.0,4,0.1975464803503132,0.3114952651529353,0.29607910188639947
11.0,500.0,100.0,6,0.19755360697203841,0.3115639628573184,0.296260938177189
11.0,500.0,100.0,8,0.19756073345681857,0.31163265903067305,0.2964427690909153
11.0,500.0,100.0,10,0.19756785980466043,0.31170135367307567,0.2966245946278786
11.0,500.0,125.0,4,0.19795269208782287,0.314736086204011,0.30283034952882765
11.0,500.0,125.0,6,0.19816279104341097,0.3164238207268207,0.3063837474275424
11.0,500.0,125.0,8,0.19837280096027166,0.31811063926223354,0.3099344364675455
11.0,500.0,125.0,10,0.19858272192932794,0.31979654281939995,0.31348242013631566
12.0,150.0,3.0,4,0.20836012132976167,0.22581366597683084,0.29571541316877836
12.0,150.0,3.0,6,0.21307688740701092,0.18854679258481502,0.29571541316694333
12.0,150.0,3.0,8,0.21743727607793215,0.1540941631731605,0.29571541316511185
12.0,150.0,3.0,10,0.22149714105707013,0.12201479094777748,0.29571541316327765
12.0,150.0,7.5,4,0.22454535998271466,0.09607723875243365,0.2858115650042024
12.0,150.0,7.5,6,0.23631128680173155,0.002265692422656163,0.28087402105550136
12.0,150.0,7.5,8,0.24718752418095633,-0.08447533946442029,0.27594600277627257
12.0,150.0,7.5,10,0.2573135491265684,-0.16525306106645157,0.27102746479553863
12.0,150.0,15.0,4,0.25115006940858864,-0.1255857926066973,-0.14851230099584165
12.0,150.0,15.0,6,0.274494343044255,-0.31593245834100553,-0.3591610348712563
12.0,150.0,15.0,8,0.2960682566491334,-0.4918901283562239,-0.5629392922117332
12.0,150.0,15.0,10,0.3161496344682349,-0.6557071774262019,-0.7603422669706487
12.0,150.0,22.5,4,0.2768999801224209,-0.291825930376809,-0.7670531156479166
12.0,150.0,22.5,6,0.31142904657960613,-0.550843355768059,-1.24827362229137
12.0,150.0,22.5,8,0.3433254482476478,-0.7881565800805929,-1.7015487837695877
12.0,150.0,22.5,10,0.373003063365377,-1.0072072518236204,-2.130072917978793
12.0,150.0,30.0,4,0.30078720026479877,-0.3344623565242773,-1.0812726515625712
12.0,150.0,30.0,6,0.34562264761637806,-0.6039739739586623,-1.6805746644123631
12.0,150.0,30.0,8,0.38699196059674973,-0.8467204432159418,-2.232383483831995
12.0,150.0,30.0,10,0.425441542042506,-1.0672111852936568,-2.7432961567716196
12.0,150.0,37.5,4,0.320337316680652,-0.29328427751952707,-1.103734855877459
12.0,150.0,37.5,6,0.373398461467036,-0.5375381185813272,-1.6898480414294406
12.0,150.0,37.5,8,0.42220944862526866,-0.7533930432509901,-2.2176402373742143
12.0,150.0,37.5,10,0.46744416514408343,-0.9460170709267722,-2.69636670953616
12.0,200.0,4.0,4,0.22258848428075453,0.5860968298656486,1.2061119635326731
12.0,200.0,4.0,6,0.23357299238724702,0.706537885595065,1.6051856480362447
12.0,200.0,4.0,8,0.24375916356507837,0.8182238991960572,1.9752337392828565
12.0,200.0,4.0,10,0.25326777297948583,0.92247940871348,2.3206479931256236
12.0,200.0,10.0,4,0.25365822578599817,0.911295551379957,2.1415428740890126
12.0,200.0,10.0,6,0.27801090558758895,1.170922470781662,2.933923109877981
12.0,200.0,10.0,8,0.3004573266392516,1.4098512093515305,3.659593551146159
12.0,200.0,10.0,10,0.3212932784348337,1.6313102461902693,4.32911521992857
12.0,200.0,20.0,4,0.2860814669416291,1.163225883012128,2.092683913915192
12.0,200.0,20.0,6,0.32423341695749053,1.5265384609382584,2.8249233475950297
12.0,200.0,20.0,8,0.35927511613731206,1.8582663839705182,3.475516085346679
12.0,200.0,20.0,10,0.39170670709395156,2.1636130934257927,4.059130649350935
12.0,200.0,30.0,4,0.31136174128323163,1.2522356235662475,1.5093066034525613
12.0,200.0,30.0,6,0.3603413718238448,1.6485155852388544,1.9764862152361091
12.0,200.0,30.0,8,0.40529835806591974,2.0077346241114196,2.3781370363289076
12.0,200.0,30.0,10,0.4468832091493122,2.3361763521994483,2.7276086397151786
12.0,200.0,40.0,4,0.3323746438341746,1.2196727257348645,1.0818369614832835
12.0,200.0,40.0,6,0.3902879170230071,1.5947391150501102,1.3729043821496818
12.0,200.0,40.0,8,0.44338684221789504,1.9307251801061687,1.617896544728864
12.0,200.0,40.0,10,0.49245285911220876,2.2345009284537207,1.8270632643647322
12.0,200.0,50.0,4,0.34908221911691295,1.1113503935661493,0.8199622377060714
12.0,200.0,50.0,6,0.41396203598113523,1.433205562210474,1.0095530380136393
12.0,200.0,50.0,8,0.4733346513361135,1.7170772653071038,1.167200304972205
12.0,200.0,50.0,10,0.5280992978635854,1.969988792300146,1.3003806368048783
12.0,250.0,5.0,4,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,250.0,5.0,6,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,250.0,5.0,8,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,250.0,5.0,10,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,250.0,12.5,4,0.1975324330355538,0.3113604124914257,0.29572644342833726
12.0,250.0,12.5,6,0.19753253620501432,0.3113616861578136,0.29573195853888357
12.0,250.0,12.5,8,0.19753263937426452,0.311362959821575,0.2957374736378295
12.0,250.0,12.5,10,0.19753274254330425,0.3113642334827117,0.29574298872517774
12.0,250.0,25.0,4,0.19945661291830524,0.33366745697922817,0.3806264173458261
12.0,250.0,25.0,6,0.20041053619824103,0.3447223914949363,0.4226675186418491
12.0,250.0,25.0,8,0.20135905174126076,0.35571204381870414,0.46443786563143186
12.0,250.0,25.0,10,0.20230223632873176,0.36663735423744087,0.5059414685348775
12.0,250.0,37.5,4,0.21323136816054772,0.47613060005987345,0.7883495173318553
12.0,250.0,37.5,6,0.2207909249489966,0.5551999188252795,1.0224282418399375
12.0,250.0,37.5,8,0.2281720375572034,0.6322334200335209,1.2490405651363503
12.0,250.0,37.5,10,0.23538460623817167,0.7073475258063322,1.4686437674345145
12.0,250.0,50.0,4,0.2364318294637136,0.6654259921554948,1.0787796065119577
12.0,250.0,50.0,6,0.25467632167921933,0.8296741994809822,1.4311501535028046
12.0,250.0,50.0,8,0.27221554516047564,0.9864953867655489,1.7612282918173277
12.0,250.0,50.0,10,0.28911028684080536,1.1365642517890562,2.0713275639776567
12.0,250.0,62.5,4,0.2618906662800808,0.7974247538755738,1.1194588787136739
12.0,250.0,62.5,6,0.29148401368651095,1.0156231664297803,1.4709234861750045
12.0,250.0,62.5,8,0.31961463370182913,1.2199831164767012,1.79004318571615
12.0,250.0,62.5,10,0.34643681809678195,1.412092621281067,2.081309493555912
12.0,300.0,6.0,4,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,300.0,6.0,6,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,300.0,6.0,8,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,300.0,6.0,10,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,300.0,15.0,4,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,300.0,15.0,6,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,300.0,15.0,8,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,300.0,15.0,10,0.19753222669600176,0.31135786515077435,0.295715413172446
12.0,300.0,30.0,4,0.197534348695878,0.3113830536333627,0.29581634078942737
12.0,300.0,30.0,6,0.19753540968213473,0.3113956477071084,0.295866803883344
12.0,300.0,30.0,8,0.19753647065927027,0.31140824166915926,0.29591726650088535
12.0,300.0,30.0,10,0.19753753162728574,0.31142083551951677,0.29596772864208126
12.0,300.0,45.0,4,0.1982215875175266,0.3189099967867134,0.3209363635303735
12.0,300.0,45.0,6,0.19856554243401273,0.32267752264306965,0.33351322289175017
12.0,300.0,45.0,8,0.1989090159743873,0.3264393827512098,0.3460677856289156
12.0,300.0,45.0,10,0.1992520098410957,0.33019559762700723,0.35860013653207556
12.0,300.0,60.0,4,0.2039780233432847,0.37390168277841057,0.457762644427003
12.0,300.0,60.0,6,0.2071600737319635,0.4047198954686509,0.5372220127418226
12.0,300.0,60.0,8,0.21031563591056027,0.4352442655142812,0.6156713608751837
12.0,300.0,60.0,10,0.21344524447703617,0.4654809841802993,0.6931342022204579
12.0,300.0,75.0,4,0.21758065024903253,0.47597169336678113,0.6290504765224081
12.0,300.0,75.0,6,0.22731051347983047,0.555264365823171,0.787069237224567
12.0,300.0,75.0,8,0.2368559374301915,0.6326770526069708,0.9397567005300531
12.0,300.0,75.0,10,0.2462249780675696,0.7082979240375834,1.087406217859615
12.0,400.0,8.0,4,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,8.0,6,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,8.0,8,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,8.0,10,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,20.0,4,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,20.0,6,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,20.0,8,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,20.0,10,0.19753222669600176,0.3113578651507743,0.2957154131724456
12.0,400.0,40.0,4,0.1975322266983375,0.3113578651787099,0.2957154132861282
