ws,h,w,s,alpha,alphatop50,alphatop25
8.0,150.0,7.5,8,0.26679714925055387,-0.24092326257120436,0.2661183620934458
8.0,150.0,7.5,10,0.2799997546927193,-0.34629525417485696,0.2587723015607382
8.0,150.0,15.0,4,0.274494343044255,-0.3159324583410064,-0.35916103487125633
8.0,150.0,15.0,6,0.3062808663898456,-0.5751976487866411,-0.6624089935132712
8.0,150.0,15.0,8,0.33495314453112485,-0.8091220390125825,-0.9518101248178055
8.0,150.0,15.0,10,0.3611243222008085,-1.0226731517624899,-1.228732728280265
8.0,150.0,22.5,4,0.31142904657960613,-0.5508433557680583,-1.2482736222913695
8.0,150.0,22.5,6,0.3584197895907684,-0.8997832767658221,-1.9187275755675064
8.0,150.0,22.5,8,0.4007815982303824,-1.2106550593579901,-2.536503970096696
8.0,150.0,22.5,10,0.43942747465226695,-1.4910553539937916,-3.1095281390986367
8.0,150.0,30.0,4,0.3456226476163779,-0.6039739739586629,-1.6805746644123623
8.0,150.0,30.0,6,0.40655292594790826,-0.9595111791356209,-2.4925943882608985
8.0,150.0,30.0,8,0.461393299190486,-1.268905345371363,-3.2186158488489203
8.0,150.0,30.0,10,0.5113483232010712,-1.5419864388107087,-3.8741220800608973
8.0,150.0,37.5,4,0.37339846146703615,-0.5375381185813274,-1.6898480414294437
8.0,150.0,37.5,6,0.44523834589970057,-0.8523401762792182,-2.4626433867455226
8.0,150.0,37.5,8,0.5096226361056967,-1.1193219123874911,-3.1332885509436523
8.0,150.0,37.5,10,0.5680354251594875,-1.3495037550847528,-3.722668180604909
8.0,200.0,4.0,4,0.23357299238724682,0.7065378855950658,1.6051856480362452
8.0,200.0,4.0,6,0.24859175460306646,0.8712101810709032,2.1507870523516583
8.0,200.0,4.0,8,0.2621930303920093,1.0203376050802353,2.6448540915456977
8.0,200.0,4.0,10,0.274647345710722,1.1568869849238592,3.097223570241263
8.0,200.0,10.0,4,0.27801090558758873,1.170922470781661,2.9339231098779797
8.0,200.0,10.0,6,0.3110609458387289,1.5225935214085236,4.000814471403057
8.0,200.0,10.0,8,0.34074880623392645,1.837809026257582,4.950683612974966
8.0,200.0,10.0,10,0.367733735805732,2.123757550433434,5.80698109092573
8.0,200.0,20.0,4,0.32423341695749053,1.5265384609382584,2.8249233475950324
8.0,200.0,20.0,6,0.3757908362515516,2.013964070976683,3.7749319898978326
8.0,200.0,20.0,8,0.4219139547345595,2.446576590847416,4.586888083971247
8.0,200.0,20.0,10,0.463702806763999,2.8357484880429213,5.292153493132109
8.0,200.0,30.0,4,0.36034137182384474,1.648515585238854,1.9764862152361051
8.0,200.0,30.0,6,0.4264780839151836,2.175473845471459,2.55871215658229
8.0,200.0,30.0,8,0.48559680915224335,2.6386418626428108,3.0347661463704787
8.0,200.0,30.0,10,0.5391245255836367,3.051630633065264,3.432022113297017
8.0,200.0,40.0,4,0.39028791702300697,1.5947391150501096,1.3729043821496834
8.0,200.0,40.0,6,0.46838288025634034,2.0862812562232342,1.7264421497394364
8.0,200.0,40.0,8,0.5380872503510907,2.51128506046818,2.0077990201820053
8.0,200.0,40.0,10,0.6011133415170358,2.884490970679211,2.2371965018053914
8.0,200.0,50.0,4,0.4139620359811351,1.4332055622104742,1.0095530380136342
8.0,200.0,50.0,6,0.5012457214182603,1.847038968156611,1.2364767995302064
8.0,200.0,50.0,8,0.5789472939423517,2.197231916133116,1.4143988369422382
8.0,200.0,50.0,10,0.6490343835874736,2.4986524945969446,1.55768689905247
8.0,250.0,5.0,4,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,250.0,5.0,6,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,250.0,5.0,8,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,250.0,5.0,10,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,250.0,12.5,4,0.19753253620501426,0.31136168615781284,0.29573195853888173
8.0,250.0,12.5,6,0.19753269095881063,0.3113635966524712,0.29574023118295445
8.0,250.0,12.5,8,0.1975328457121337,0.3113655071412209,0.2957485038009228
8.0,250.0,12.5,10,0.19753300046498343,0.3113674176240636,0.29575677639279646
8.0,250.0,25.0,4,0.2004105361982412,0.34472239149493616,0.4226675186418497
8.0,250.0,25.0,6,0.20183130567628263,0.3611826838702284,0.4852227632260748
8.0,250.0,25.0,8,0.20324016495049138,0.37749924093688103,0.547182242000488
8.0,250.0,25.0,10,0.20463736273637897,0.3936751076060483,0.6085589336102338
8.0,250.0,37.5,4,0.22079092494899685,0.5551999188252796,1.022428241839934
8.0,250.0,37.5,6,0.23179880632547187,0.6700235416473345,1.3596914357402279
8.0,250.0,37.5,8,0.24243766307816406,0.780648287338792,1.6816530212873215
8.0,250.0,37.5,10,0.25273606035701857,0.8874091972340564,1.9896215725904727
8.0,250.0,50.0,4,0.25467632167921933,0.8296741994809815,1.4311501535028066
8.0,250.0,50.0,6,0.2807400092578718,1.0623354830283847,1.9186446126375996
8.0,250.0,50.0,8,0.3054132946305376,1.2804638210333132,2.3634257224625252
8.0,250.0,50.0,10,0.3288576487624543,1.4858388844454296,2.7714858630948
8.0,250.0,62.5,4,0.29148401368651083,1.0156231664297808,1.4709234861750065
8.0,250.0,62.5,6,0.33318065936468244,1.3174809195934658,1.9389120902103207
8.0,250.0,62.5,8,0.37208039523287795,1.593277035210732,2.348386869510065
8.0,250.0,62.5,10,0.4085730821798362,1.8469696447914643,2.7101257668442824
8.0,300.0,6.0,4,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,6.0,6,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,6.0,8,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,6.0,10,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,15.0,4,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,15.0,6,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,15.0,8,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,15.0,10,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,300.0,30.0,4,0.19753540968213448,0.3113956477071083,0.2958668038833411
8.0,300.0,30.0,6,0.19753700114441805,0.3114145386082989,0.2959424976310267
8.0,300.0,30.0,8,0.19753859258618062,0.31143342925818346,0.2960181903069253
8.0,300.0,30.0,10,0.19754018400742265,0.3114523196567686,0.2960938819110671
8.0,300.0,45.0,4,0.19856554243401267,0.3226775226430693,0.3335132228917489
8.0,300.0,45.0,6,0.19908057276093793,0.3283181945656776,0.35233673228053625
8.0,300.0,45.0,8,0.1995945257265952,0.33394618766456124,0.3711103598763218
8.0,300.0,45.0,10,0.2001074070179749,0.3395615704643215,0.38983438881569077
8.0,300.0,60.0,4,0.20716007373196368,0.40471989546864984,0.5372220127418238
8.0,300.0,60.0,6,0.2118836516776916,0.45039820253639,0.6545246580294102
8.0,300.0,60.0,8,0.21654941648944723,0.4954360352264466,0.7696332245717846
8.0,300.0,60.0,10,0.2211590710214032,0.5398530896140696,0.882622300639207
8.0,300.0,75.0,4,0.22731051347983047,0.5552643658231688,0.7870692372245667
8.0,300.0,75.0,6,0.24156202459358336,0.6707062088605332,1.0141937873527194
8.0,300.0,75.0,8,0.25542513379235504,0.782208833430514,1.2302883332376295
8.0,300.0,75.0,10,0.2689238796197509,0.8900341555876102,1.4362144777276316
8.0,400.0,8.0,4,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,8.0,6,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,8.0,8,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,8.0,10,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,20.0,4,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,20.0,6,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,20.0,8,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,20.0,10,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,400.0,40.0,4,0.19753222669950535,0.31135786519267766,0.2957154133429675
8.0,400.0,40.0,6,0.19753222670125753,0.3113578652136283,0.2957154134282262
8.0,400.0,40.0,8,0.1975322267030093,0.3113578652345802,0.29571541351348685
8.0,400.0,40.0,10,0.1975322267047613,0.3113578652555321,0.2957154135987464
8.0,400.0,60.0,4,0.19753444407718548,0.3113824567758936,0.29580015160709827
8.0,400.0,60.0,6,0.1975355527595798,0.3113947524911482,0.295842520434553
8.0,400.0,60.0,8,0.19753666143650914,0.31140704814153464,0.2958848890020981
8.0,400.0,60.0,10,0.1975377701079735,0.31141934372705365,0.2959272573097362
8.0,400.0,80.0,4,0.19783284805615658,0.31431595192713196,0.303743676973691
8.0,400.0,80.0,6,0.197983063574208,0.3157939243567676,0.30775399445154167
8.0,400.0,80.0,8,0.19813321574029374,0.31727118386154346,0.3117617730650768
8.0,400.0,80.0,10,0.19828330462130497,0.3187477312253326,0.31576701587030254
8.0,400.0,100.0,4,0.20080260949175163,0.3385787315889528,0.35429848071410536
8.0,400.0,100.0,6,0.202429473691058,0.3521023253267592,0.38332773005050375
8.0,400.0,100.0,8,0.20405084685917335,0.3655687012259249,0.41218448782775435
8.0,400.0,100.0,10,0.20566677356494237,0.37897835691267234,0.4408704946775206
8.0,500.0,10.0,4,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,10.0,6,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,10.0,8,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,10.0,10,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,25.0,4,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,25.0,6,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,25.0,8,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,25.0,10,0.1975322266960017,0.3113578651507756,0.29571541317244576
8.0,500.0,50.0,4,0.19753222669600176,0.3113578651507764,0.29571541317244915
8.0,500.0,50.0,6,0.19753222669600176,0.3113578651507768,0.29571541317244854
8.0,500.0,50.0,8,0.19753222669600182,0.3113578651507771,0.29571541317245
8.0,500.0,50.0,10,0.19753222669600182,0.31135786515077746,0.2957154131724514
8.0,500.0,75.0,4,0.19753224341883402,0.3113580491467103,0.295716036976886
8.0,500.0,75.0,6,0.19753225178024972,0.311358141144673,0.29571634887908516
8.0,500.0,75.0,8,0.19753226014166528,0.31135823314263295,0.2957166607812677
8.0,500.0,75.0,10,0.19753226850308028,0.3113583251405892,0.29571697268343916
8.0,500.0,100.0,4,0.197551825329446,0.31154678857476087,0.2962154796086016
8.0,500.0,100.0,6,0.19756162425778742,0.31164124594469567,0.2964654975770736
8.0,500.0,100.0,8,0.19757142292723137,0.3117357004201936,0.29671550538017
8.0,500.0,100.0,10,0.19758122133779507,0.31183015200145486,0.29696550301867025
8.0,500.0,125.0,4,0.1981102746554498,0.3160019730093957,0.30549565204474194
8.0,500.0,125.0,6,0.19839904594387364,0.3183214272240753,0.3103780823046816
8.0,500.0,125.0,8,0.1986876490868014,0.32063915179602087,0.3152553985445335
8.0,500.0,125.0,10,0.19897608432007702,0.3229551493426452,0.3201276098079845
10.0,150.0,3.0,4,0.21029384722471556,0.2105356195525503,0.29571541316804867
10.0,150.0,3.0,6,0.21573197763957475,0.1675683626144791,0.29571541316584743
10.0,150.0,3.0,8,0.2207069892315157,0.1282583386569421,0.2957154131636487
10.0,150.0,3.0,10,0.22529964789974097,0.09196785784622413,0.29571541316144795
10.0,150.0,7.5,4,0.22936911720049172,0.057619833450341384,0.28383540142592323
10.0,150.0,7.5,6,0.2429340321824814,-0.05054991702053862,0.2779160699192776
10.0,150.0,7.5,8,0.2553428157531794,-0.1495305554274287,0.27201041613378785
10.0,150.0,7.5,10,0.2667971492505538,-0.2409232625712042,0.2661183620934459
10.0,150.0,15.0,4,0.26072138568393033,-0.20362233787057135,-0.23363051901936976
10.0,150.0,15.0,6,0.28763169290955437,-0.42307643775392534,-0.4822194232446094
10.0,150.0,15.0,8,0.3122417172287289,-0.6238255915766849,-0.7213498448824118
10.0,150.0,15.0,10,0.3349531445311247,-0.8091220390125807,-0.951810124817806
10.0,150.0,22.5,4,0.29105905970013374,-0.3982995331228477,-0.9631259273526063
10.0,150.0,22.5,6,0.33085384255733646,-0.6955949730869302,-1.5233742279781
10.0,150.0,22.5,8,0.3672285934114524,-0.9647212844682299,-2.0462139110370647
10.0,150.0,22.5,10,0.4007815982303824,-1.2106550593579892,-2.536503970096697
10.0,150.0,30.0,4,0.31917895624744697,-0.44582380746223205,-1.3271813276268458
10.0,150.0,30.0,6,0.37082192719707,-0.752517412246596,-2.016903752201254
10.0,150.0,30.0,8,0.41796349361658275,-1.0247151689705831,-2.644115052170836
10.0,150.0,30.0,10,0.46139329919048605,-1.2689053453713648,-3.2186158488489207
10.0,150.0,37.5,4,0.34212316977088253,-0.3947923691095346,-1.3458754203177554
10.0,150.0,37.5,6,0.4031478961130549,-0.6700949566899749,-2.012877802414911
10.0,150.0,37.5,8,0.4586565595375238,-0.9091483746865044,-2.6041743214472355
10.0,150.0,37.5,10,0.5096226361056966,-1.1193219123874922,-3.1332885509436506
10.0,200.0,4.0,4,0.2270872275910249,0.6354240916728039,1.3695568583491649
10.0,200.0,4.0,6,0.23977207118198612,0.774507709114625,1.8303912368420279
10.0,200.0,4.0,8,0.2514154200871085,0.9021697115854295,2.253360002152514
10.0,200.0,4.0,10,0.26219303039200936,1.0203376050802346,2.6448540915456946
10.0,200.0,10.0,4,0.2636504730135302,1.0178749425634548,2.467301865590184
10.0,200.0,10.0,6,0.2916868580987024,1.316538051845882,3.376592700315157
10.0,200.0,10.0,8,0.3172431075157269,1.5882870772071318,4.199281508364447
10.0,200.0,10.0,10,0.34074880623392667,1.8378090262575815,4.950683612974966
10.0,200.0,20.0,4,0.301753603134913,1.3127387046518044,2.396507598016659
10.0,200.0,20.0,6,0.3455966522319801,1.7290006367873576,3.2240440499794105
10.0,200.0,20.0,8,0.3854093384708704,2.10444822566365,3.9471909023818124
10.0,200.0,20.0,10,0.4219139547345594,2.4465765908474153,4.586888083971244
10.0,200.0,30.0,4,0.33148595973913647,1.4156768626185785,1.7050873175413526
10.0,200.0,30.0,6,0.3877527127611645,1.8680530629234262,2.2243928161285496
10.0,200.0,30.0,8,0.43881021391643316,2.2727024375705884,2.661375150196817
10.0,200.0,30.0,10,0.48559680915224346,2.638641862642813,3.0347661463704787
10.0,200.0,40.0,4,0.3561773449173849,1.374917789841912,1.2046080406164903
10.0,200.0,40.0,6,0.4226702414401033,1.8005370608230908,1.524695778513757
10.0,200.0,40.0,8,0.4829313167196769,2.176052895760988,1.787708737202642
10.0,200.0,40.0,10,0.5380872503510907,2.51128506046818,2.0077990201820097
10.0,200.0,50.0,4,0.37576371279047066,1.245193903832839,0.9002328005913747
10.0,200.0,50.0,6,0.45018344602284327,1.6075912113434885,1.107437154301609
10.0,200.0,50.0,8,0.517479388708177,1.9216092332172756,1.275423014253922
10.0,200.0,50.0,10,0.5789472939423518,2.1972319161331155,1.4143988369422402
10.0,250.0,5.0,4,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,250.0,5.0,6,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,250.0,5.0,8,0.19753222669600173,0.31135786515077524,0.29571541317244615
10.0,250.0,5.0,10,0.19753222669600173,0.31135786515077524,0.29571541317244615
